# Final MCMC Chain Data for Kinematic Snap Model (KSM) - Post-Burn-In Samples
Holographic_Parameter_c	Transition_Width_w
0.58165005	14287.90423341
0.56369879	13396.92542851
0.56581065	13875.82494207
0.58197570	13387.76437146
0.58519919	15839.82292100
0.58622989	13344.96974445
0.57943762	16103.08487273
0.56501001	16281.43251346
0.56332524	11935.14342732
0.58769541	13670.77209879
0.58413576	16270.85145752
0.57440157	12779.78564544
0.60682791	13546.36631084
0.57044130	14035.79108498
0.57309629	15188.42550315
0.57348839	16765.22322520
0.57591061	14941.96928896
0.58607908	13953.41942282
0.58695823	15039.06813053
0.59296683	14200.69499606
0.57429268	14767.56614403
0.58092392	12980.02682210
0.59056200	14225.76980769
0.58002908	13862.66799807
0.58569966	14717.23061250
0.59653824	14873.02328016
0.58347878	15848.93105933
0.57452428	14124.62607485
0.57845823	14610.67716152
0.57077430	15099.15975172
0.58176357	13720.79950865
0.59408725	13548.89214471
0.58009157	14912.17143792
0.58821788	16033.51627703
0.59763334	12904.22128818
0.58749437	15166.44909493
0.56985426	14434.25399891
0.57375764	14746.11259679
0.58580994	13816.19507096
0.56280428	16420.46927124
0.57765497	15094.17074084
0.58240722	12625.30788425
0.56583775	14601.15446684
0.58499826	16626.77906441
0.57607772	14837.96959586
0.57388582	14288.46785968
0.57462953	13442.42081542
0.56721006	15757.69873550
0.58318437	14266.44230062
0.56349650	14073.69659380
0.57074245	14250.18438338
0.56889247	14602.75418631
0.57410228	15383.24863911
0.57774096	15239.53258086
0.58971983	14780.27248518
0.59435093	13066.34007547
0.58916159	15275.48528641
0.59032091	16639.28283017
0.57499456	14339.71197152
0.57962714	14292.86364496
0.58017496	13675.27707537
0.56432483	13912.48826114
0.57767654	15853.19744578
0.56587326	14516.53645258
0.57806712	16639.74979449
0.57129636	14692.25965940
0.60034536	14390.65003689
0.59328251	13292.42433234
0.58097254	13203.93676230
0.57393165	14387.98221466
0.58041226	12306.77486248
0.59439902	15510.69704069
0.57864471	15123.37526315
0.57641484	13597.81847436
0.58176522	15807.80799332
0.57243161	14859.15520521
0.57082427	13707.28798576
0.57719828	14742.57569651
0.57666867	14939.47262856
0.58385219	15450.06326022
0.58281293	16020.05831610
0.59269533	13873.22445805
0.58208177	14829.65545330
0.57967542	14705.63820736
0.57871009	14941.35000936
0.56032574	13515.30922338
0.57746206	13549.11772009
0.58320738	14633.10768399
0.58647965	14793.61322146
0.59319411	14224.26738311
0.57981168	12550.70662559
0.59212483	14215.12020463
0.58745589	14751.12102681
0.57098806	13774.61459121
0.59263260	13626.88238658
0.58055165	16262.05728330
0.59435629	14749.15524730
0.58990667	15161.74996354
0.59639405	14034.50953598
0.59080024	15174.58759221
0.57895203	12977.31099614
0.58664428	15196.89560381
0.58459569	15352.53030149
0.58154131	14235.76991600
0.57274849	15080.57765332
0.57798109	15058.65634060
0.58221657	15704.94618485
0.58677795	14116.52632851
0.57714125	13930.73029931
0.57548626	14117.92624740
0.58936683	14375.07387315
0.58062633	14831.53094826
0.57399480	16083.47354259
0.58019067	13872.20268010
0.57607090	12204.48368769
0.58008292	15887.68195915
0.59685179	14880.02410090
0.58359027	15165.72455223
0.57956739	13063.42767906
0.58064904	11839.87358885
0.60031407	14497.83232023
0.58325888	13585.14134646
0.57477604	13682.23179572
0.58752674	13790.13392628
0.59609794	13781.63575709
0.58329959	15804.03247328
0.56462690	14152.49114563
0.57603179	13408.07383745
0.56694926	15863.77706555
0.57954150	14348.68597829
0.59448693	14536.98092641
0.61208084	14387.33352553
0.59339939	15177.46845710
0.59395060	13867.12431536
0.57642112	12292.34059847
0.58004275	15156.43248552
0.58928754	14732.32256267
0.58792945	14438.86594855
0.56530782	14354.56066038
0.58614319	14150.99328093
0.57725245	14825.84719163
0.57531966	15831.19598115
0.59416533	16959.15086302
0.56771383	17447.79335701
0.58581048	16733.62533757
0.57030342	14027.08038549
0.56953219	13965.37092541
0.58741661	14666.54105292
0.57650351	16562.57939601
0.57045335	13641.57945880
0.57914747	15850.11020927
0.58102554	15515.00233880
0.59535469	15043.54817936
0.58545583	15918.18729494
0.57283394	13629.91220609
0.58612626	15033.29293369
0.57459466	12403.41539668
0.58449413	16316.28794179
0.59055264	12444.87377447
0.57688494	12754.20106724
0.58882585	14500.45755662
0.58559582	14828.40262844
0.57789012	13263.86039210
0.57957086	13995.25323889
0.58650404	15596.34469437
0.58545570	14134.77323324
0.58097415	14599.24720353
0.57594480	15548.84141666
0.58958755	15325.80665809
0.58406042	13823.85726955
0.58103159	14590.83470616
0.58770880	13769.03873729
0.59130480	14472.79233886
0.57972041	15713.10738647
0.58493160	13454.01912609
0.57959764	14794.88783157
0.58106476	15085.89434147
0.60209469	13867.77842762
0.59327259	14068.29598708
0.58659176	13422.31606770
0.58808063	13672.20067866
0.58181814	15874.25795313
0.57854936	15751.24086320
0.57483002	13580.78724060
0.57461059	14714.47045142
0.59972495	14519.42208919
0.58075625	15754.11449352
0.58828868	15082.63241506
0.58620641	14440.86872725
0.58114122	14523.05063374
0.58255205	15213.28972201
0.57694253	14687.08720340
0.60167983	13173.34727792
0.58820487	15284.86151824
0.57739234	13122.01105879
0.56941639	15489.11091846
0.57222647	13584.14907323
0.58192262	14667.71797837
0.58244583	16412.21401703
0.58156165	14288.68928731
0.58715186	16636.97986069
0.58419806	14617.03128089
0.57299326	13959.17990017
0.60264288	15403.38282039
0.59086592	13220.95389443
0.59554232	16578.23227647
0.58086704	14357.07583341
0.59097045	15557.09434534
0.57432364	15244.21945759
0.57640220	15058.33665796
0.59064786	14816.66573135
0.59981069	15236.00759631
0.57778051	14049.68456694
0.58054840	15351.37799891
0.59309817	13880.56542382
0.57683472	16086.19203554
0.58060017	14059.41452499
0.58345015	14570.56520358
0.58298919	15034.52678992
0.58386941	11215.97471827
0.58390929	12887.23240049
0.57858588	14760.76712026
0.58182427	14428.77465882
0.57607571	15624.14404622
0.57002047	13530.00173116
0.57688357	12829.46279450
0.58921010	12144.15767597
0.57242505	13920.74821427
0.57990004	14039.41387012
0.57548298	14019.40291046
0.56923657	15816.30610921
0.57080787	14749.58954731
0.57022851	14085.54210735
0.57203520	13357.71759998
0.57664133	14876.81595937
0.58484857	14550.14505524
0.58034449	13868.15869894
0.59417568	15373.44775423
0.58496478	13463.23069643
0.57945601	13785.54245737
0.58749414	14805.74861109
0.58164998	13665.15583307
0.57906793	14466.63968972
0.57405833	13439.79151899
0.58201738	16148.00012792
0.57617710	14871.44817154
0.59016705	14747.26401955
0.58724031	12429.84238095
0.57658269	14414.07357313
0.57770863	13729.90205979
0.57879380	13333.97847657
0.58227667	14545.91754641
0.58031387	13282.93844910
0.57863269	16119.41782329
0.57968097	14764.74076982
0.59163695	14626.71941355
0.57423782	15805.51825640
0.59437542	13750.58509460
0.57386665	14288.40969881
0.57203981	15136.70726372
0.59221329	13334.28941161
0.58394922	14468.97114424
0.57302350	14567.93762818
0.58775975	15370.96990183
0.57576353	14743.36193374
0.59493669	14369.21398854
0.56732520	15336.45683462
0.59723243	15289.38028975
0.57861899	14988.34822575
0.58578794	14626.09692721
0.59229426	16435.96553165
0.59829581	12842.82003378
0.57386127	13978.64089138
0.59134442	14735.33415570
0.56918009	15497.53949719
0.57841258	14747.82808214
0.57623425	15136.78658526
0.57457943	15393.35646092
0.58201358	15156.27156179
0.57288312	12849.32522722
0.56765121	12952.34115621
0.58651830	14184.71936410
0.57181159	13187.94711764
0.59039060	15026.77410954
0.57939657	15390.85022568
0.56690396	13757.84963378
0.59258522	13723.89131619
0.58089451	12368.15087223
0.57709376	12733.32680396
0.57561466	13178.88741502
0.57658812	14273.36046038
0.57384977	14099.09030183
0.57336643	15614.16646709
0.56716659	16210.15237606
0.58857256	15653.15571890
0.58204096	14868.11674130
0.58819226	16126.98498964
0.57543777	14069.24946015
0.59082208	15851.77757870
0.59121820	11923.66743862
0.57364973	14790.80806385
0.58759947	13343.48000751
0.59635131	14327.89573346
0.58526921	14176.34661918
0.58101910	13973.68600179
0.59531593	14776.98441984
0.58848951	14297.05863828
0.58508822	14364.52904142
0.59249689	16226.60180928
0.57566300	13523.78503657
0.58182705	14830.62023742
0.58427248	14082.96407692
0.57674790	14192.59813255
0.59562342	13023.77704740
0.58785128	14190.60071236
0.56726727	14700.20427083
0.57739552	13963.94216079
0.57567573	15020.15806213
0.58542963	14979.21321445
0.59704774	14537.58124581
0.56487226	15475.82034794
0.56290285	14798.04489087
0.57447275	14580.29502730
0.59001412	14193.03134030
0.57643543	13483.14626964
0.59128784	14459.99502271
0.58425486	14682.15243340
0.57863374	14959.71348462
0.58201175	15665.09069610
0.59243105	14970.88568590
0.57233826	14179.79431088
0.58745531	13602.76332936
0.58503660	14219.42162369
0.56887428	15768.36745085
0.58075512	15530.03179459
0.58088999	13413.68585937
0.57779809	14974.97699878
0.56898543	15266.36030364
0.57625526	15510.28280314
0.59203291	14514.50869112
0.57841003	13264.88334790
0.59703749	13897.02644014
0.57951084	16315.79166665
0.57827255	16271.04882644
0.57414711	14731.45485378
0.58949129	14339.47104855
0.57807545	13420.80599652
0.57525815	13518.17630898
0.58499928	12979.06623753
0.57531721	15124.13211375
0.59223017	15045.64518303
0.59233625	14180.62040097
0.60730586	12704.85012600
0.59801544	13116.18279580
0.57621331	13039.95617463
0.58247702	13386.47505547
0.57546088	14592.36868787
0.58958113	14061.48205260
0.58126893	15729.36761808
0.58837082	16534.34240883
0.59538283	16041.51769130
0.57335681	13825.41234852
0.56367274	14213.30428251
0.57806102	13364.16629530
0.57457525	12008.30589281
0.59293274	14322.91852420
0.58952176	15487.08123568
0.58177272	14827.03801953
0.57959630	13420.37857683
0.58607717	15100.42990402
0.57332061	15206.32079608
0.57493188	15536.01141103
0.57350517	15931.10669777
0.59320079	13997.89956532
0.59201229	17022.27288243
0.59021164	13920.19742005
0.57206087	15240.57758542
0.59713312	16144.27211807
0.57963004	15582.34865109
0.60746330	14940.09725190
0.56893480	15512.27602218
0.58904715	15727.24105328
0.58560235	13959.55259032
0.59591994	14953.20558136
0.58147314	12790.75627304
0.58612866	15113.07908134
0.58975288	14758.46399204
0.58373897	13994.94814289
0.58429719	14226.93053893
0.57317278	15821.11992719
0.56354637	13816.86090339
0.58250582	14120.61950385
0.57522555	16030.81546423
0.57762477	16269.38983551
0.58208396	14218.06223870
0.58579460	14894.69337269
0.57023002	13418.87063806
0.58786151	13718.27765733
0.57635856	14838.19191666
0.57217838	14490.85055698
0.57988469	15808.81650278
0.58993364	16942.55766008
0.57523553	13206.12730849
0.59443800	13347.12333109
0.57821408	14199.94745321
0.58092267	14027.73274261
0.56063547	12424.22820586
0.58900313	14727.86366446
0.57561645	14751.33816488
0.59387432	13422.20764889
0.58293589	12054.22446815
0.59749761	13467.18736801
0.57900955	14740.29577657
0.57387876	14329.02312135
0.56951289	14941.82840097
0.57159216	15281.44766885
0.58545652	12607.20420949
0.59197890	14826.93581405
0.59191438	13019.72398185
0.58775809	14301.60694364
0.57614538	14633.34592205
0.58024698	15778.61306243
0.58137960	14211.74036813
0.59385161	14224.96521712
0.58089467	14291.99781541
0.59150333	15691.15384205
0.58009164	14026.13136984
0.57229066	12722.99832736
0.59737969	16119.73228376
0.57735814	14029.78907010
0.57566302	14706.83691987
0.57333870	14868.96226170
0.57239896	14590.75071074
0.57179709	14820.41399477
0.56653675	14144.50572442
0.57448057	13559.65974744
0.56108067	17210.46093998
0.57369041	16338.00642933
0.58412854	14217.65563084
0.57960768	14687.37663031
0.60052478	14773.00200798
0.58393017	16437.49921266
0.60473668	15796.93856070
0.57056815	14439.89194268
0.59432822	14943.52304300
0.57614216	12783.15214020
0.57277970	15636.92777125
0.58282769	14411.23223140
0.59257182	14606.39540573
0.57076206	15971.64564523
0.59503023	13853.77708484
0.58277423	14024.25431824
0.59226958	14986.29546690
0.59211269	13535.72699622
0.59035535	13524.68927945
0.58314637	13817.64872391
0.57604938	13827.38763849
0.58547580	15459.56054764
0.59467036	14264.44276183
0.57020317	13799.26815377
0.59129926	12935.79301154
0.59345647	11603.23684403
0.59067074	14410.28184948
0.58340901	14629.11747574
0.59295879	14979.06732353
0.58519757	14044.39566638
0.57459452	14942.00664214
0.58548882	13070.55988824
0.57534986	14675.78247285
0.58389232	13851.60328555
0.57661712	13972.00588774
0.58111072	15448.77053090
0.58884772	15126.96810615
0.57529558	14549.31214892
0.56998650	13301.19331218
0.57905624	13437.33175879
0.56550084	13360.90120036
0.58706988	14608.01030939
0.58871263	14784.32366528
0.57280769	16476.12867895
0.56568288	14293.82131384
0.58073580	14726.80655216
0.58092815	13763.65531970
0.57608804	13382.79191382
0.57941226	14394.29415747
0.59103540	13846.55140463
0.58782414	14791.63993919
0.58362103	15887.99292775
0.58677487	13910.83198694
0.58413481	14969.35722102
0.57084290	12777.30415448
0.59143630	15497.98953603
0.58399121	11432.31038153
0.60845626	14085.96409348
0.58258405	13416.84075957
0.57256703	13879.75523467
0.57292865	14203.27787088
0.58070237	15638.92140487
0.58276129	15186.05765991
0.58556100	14254.29638494
0.57776842	14128.55826312
0.58002711	15304.47391506
0.59146803	14374.09659809
0.59204916	14308.49890616
0.58561019	15913.72417147
0.56966097	15389.80804970
0.58249663	13713.11121641
0.58884523	13177.43874900
0.59338142	14286.33158498
0.58270999	13986.87022713
0.58643182	14177.69579927
0.57565924	12661.51712118
0.58557166	14430.89892818
0.57343636	14155.00650460
0.58658505	15546.49103065
0.58562552	14564.72136095
0.57832461	13780.61666325
0.58339513	15933.85867769
0.56903892	14464.16021209
0.58256904	13917.19996643
0.58542561	15034.06596161
0.58966568	14964.11643529
0.56569389	12235.52490013
0.57936150	12164.84307119
0.59282236	12859.17028656
0.57324202	14717.26112834
0.58744226	14190.89435990
0.58242151	15318.00871023
0.57932920	14615.02866618
0.58936166	13938.91556141
0.57833004	14086.72437846
0.59492913	15525.17378315
0.58710699	14634.32419100
0.59712753	14215.27724359
0.57444895	13901.54056709
0.58112699	14941.48481963
0.57276196	16194.89418469
0.57631999	12278.75210494
0.58847902	15997.02133555
0.57975449	12921.87915083
0.57719828	12964.72746468
0.57572223	14172.17990560
0.57472803	13468.56022268
0.59079255	14832.52905366
0.59588134	15340.49252736
0.58928887	13935.60100465
0.57789413	15332.90926640
0.56916909	13796.70358124
0.59611452	15137.71808890
0.57880528	13330.27334237
0.58131258	14815.12838350
0.58466694	14156.78829449
0.57427646	13654.90046816
0.57735212	14647.61925797
0.57611256	13638.11813071
0.57751271	15702.55245632
0.58975771	13812.89203477
0.56432520	16258.29010690
0.57829887	15046.31533208
0.58670782	15261.72399391
0.57282438	15515.57619078
0.57891088	14214.83522233
0.59021513	12982.61989819
0.59495880	16535.33295587
0.57075311	14390.67037374
0.58506006	16149.50723740
0.58452757	11421.20514481
0.57976311	12342.19708426
0.58545841	13760.60698512
0.57068872	13967.63664320
0.58074611	13314.56658489
0.56765909	13393.78052123
0.57981094	13271.84760311
0.58264143	15368.08777858
0.58999585	15022.45946898
0.59435721	14799.40792769
0.58624749	15726.69259943
0.59004487	15561.22693314
0.60173812	14091.37568597
0.57774293	16350.94268830
0.58614772	14253.11456656
0.57303938	16384.04386581
0.58473701	15214.00567499
0.59828802	15191.54964044
0.59061093	16024.80012370
0.59332821	15359.94818376
0.58561491	12940.68694010
0.57013819	15703.42000347
0.59248387	15947.03581719
0.57958006	14812.28418052
0.58073061	13858.08036558
0.60533190	13760.16293285
0.57602213	14415.10007999
0.57154167	14109.25051018
0.59222221	14432.38804470
0.58404591	14962.05654637
0.56547645	14947.62170327
0.57406989	14890.36776325
0.59293986	14892.03438584
0.59523080	14081.56882484
0.57502581	13500.97632273
0.57519157	14577.25480285
0.56514851	14611.55890645
0.57823599	14652.08245482
0.58026800	14642.99372466
0.56889454	14887.26146270
0.57663092	13363.10676345
0.58095346	13359.80528069
0.57453970	15642.22103914
0.58665854	12461.52870759
0.58628539	13890.49739447
0.57596475	14066.43146842
0.58261034	14206.08058078
0.60078787	14418.38315928
0.57650973	16380.44704399
0.57940084	11767.81878380
0.58990184	14962.28258599
0.57276238	12968.94079026
0.57633461	15733.49805831
0.58156782	12511.85031131
0.58854490	13776.28004495
0.58011457	14181.93926878
0.57098598	13404.09242309
0.59506467	14597.14709744
0.57657661	14016.13576143
0.58092143	15315.19779391
0.59350203	14088.05529314
0.58625663	13293.44988339
0.58370838	15516.36280235
0.58794726	13565.41046967
0.57830733	15310.02925483
0.55671325	14752.92550889
0.58045454	14618.84549180
0.57332522	15077.41434181
0.57104748	15141.20766999
0.58348770	14161.02761888
0.56613556	13622.47502740
0.59459936	16429.32825647
0.58870983	11716.79947685
0.57437838	15281.57288053
0.59442781	14769.39748187
0.59331759	14623.18257463
0.58739799	14454.33502320
0.57446348	12251.77340234
0.58545601	15524.30980128
0.59217332	15031.26724431
0.56734908	13276.76114264
0.58212351	16446.90796383
0.58384333	14794.77505469
0.57354738	14035.80159884
0.58659974	14566.30956583
0.57861726	15212.11070264
0.58188139	13861.88123253
0.57640996	13997.86952036
0.58884715	14975.61001929
0.58385508	14825.66296340
0.59565302	14290.10351910
0.57761891	15759.24955698
0.58514755	12187.33671286
0.58516483	14661.90870109
0.56345082	14913.88109083
0.58809133	15331.72774428
0.58252071	15096.30567548
0.57228296	11736.59497970
0.58487590	13851.99369521
0.58356117	15801.24293268
0.57105264	14010.56017581
0.55621976	14969.36685075
0.58035200	14630.75593893
0.57383868	16138.44020198
0.57771138	15279.44602676
0.58213888	15382.57123638
0.57595467	15504.94517852
0.59249220	13914.97971319
0.58641009	14875.56537711
0.58091683	14556.70300924
0.58136385	17396.68371642
0.58911135	13947.14918285
0.59177191	13103.11331853
0.57205321	14184.56127634
0.57785938	14079.77767841
0.57700646	13713.06217900
0.58357802	14091.96012291
0.57762772	12927.65009861
0.57545805	14818.07671685
0.57187401	15551.38104419
0.57931134	15298.22467063
0.57406496	13983.20439043
0.58533659	13770.64989261
0.58260070	15433.55097106
0.58317574	12892.99886758
0.57948236	15131.16684157
0.57973221	13748.19516710
0.58373899	14062.93516397
0.57323549	13785.58629617
0.56582848	13159.21717517
0.58739809	14187.84365452
0.58838309	15562.03645665
0.59682143	14629.75393100
0.56632735	14564.07165060
0.58845379	15076.26482285
0.57162584	15572.30788001
0.58009166	14456.03521691
0.57546443	14519.30466721
0.59296587	15477.93785722
0.55670067	14495.12983314
0.60087320	13305.00422856
0.58174768	13967.41810388
0.58634943	13903.60055620
0.57632563	15258.09009306
0.58739025	15548.17133685
0.58252926	12899.38518138
0.57557480	14841.54170136
0.56677319	14155.52847822
0.58810064	15514.15118617
0.59592537	16201.54240084
0.59075266	12924.21620981
0.57806356	15109.96597831
0.57162473	13518.71221590
0.57430635	14503.19455792
0.57640116	13646.47333457
0.58403679	14948.37061786
0.57536169	13048.85288446
0.57561635	13798.79241121
0.59227081	13805.35869256
0.59674043	15862.82533587
0.58109197	15944.34068158
0.58817874	16307.21205246
0.57358525	13195.54357479
0.57926870	15311.40667380
0.57692599	15556.97064329
0.58067495	15574.50252029
0.58675497	13284.81810704
0.58995554	13524.52284227
0.57033220	15172.87281277
0.57817567	14359.31076276
0.58152308	16399.80390800
0.58045897	15410.73507009
0.59149994	14130.16433984
0.57968117	13051.96916986
0.57381271	14082.55247118
0.57951707	14647.08486306
0.59386751	14739.39198658
0.57376360	12419.02830782
0.58334974	13685.99487750
0.59365079	17953.00429227
0.60278879	16570.98142669
0.58285063	16165.33700486
0.57783524	16457.79812735
0.58792815	13249.59287809
0.57849656	15383.65197489
0.58615790	12225.37995058
0.58255019	13885.22731394
0.58516224	14193.73316849
0.58778789	14331.64529611
0.58661559	15100.37269495
0.57846329	15956.02888812
0.58867016	15247.63944801
0.57367155	13458.74605696
0.57064240	13087.14186212
0.57676527	14361.17041125
0.58123757	13103.96708382
0.57428987	14401.84325551
0.59698039	14954.39005927
0.59267827	12488.84658457
0.57759154	12272.50976673
0.57819247	13280.77623056
0.57276913	14053.18707719
0.59146845	13269.60937976
0.58383880	13665.43895812
0.59164115	15240.06391775
0.56797286	14624.97883996
0.58294693	15006.08079094
0.59739766	14914.48605406
0.58780641	16027.71443332
0.58000366	15562.48596824
0.59716742	14024.88183090
0.58993619	14349.53708762
0.58121046	14565.41049323
0.57334725	14936.58319290
0.56936479	14440.67553230
0.57029526	14921.63476867
0.57793913	14248.64436708
0.56985966	14370.32162609
0.58332120	13907.28197498
0.57063781	14132.09496217
0.58000708	14246.74177538
0.58391924	14666.90187757
0.57461326	15671.86190282
0.58064600	12091.57454024
0.60380207	14921.51396565
0.57334651	15027.15940767
0.57738716	12856.70907453
0.58308582	16670.28759108
0.59230915	13844.11546314
0.58972814	15587.32621962
0.57737261	14250.82922796
0.58025113	14579.24941130
0.57484441	12533.25578326
0.57482643	15535.70117158
0.57502369	12995.50920107
0.56177068	14602.17771855
0.59146826	13238.52075740
0.58849740	15427.40405507
0.57372262	13571.25073989
0.58271772	12361.53215658
0.58169625	13029.90311401
0.57973882	12455.79957660
0.57287200	15739.23453043
0.59200136	15296.35232599
0.58769150	15537.80865693
0.59188845	16106.54078265
0.58186316	14921.23001913
0.57931674	14331.95072254
0.58618696	13410.67555580
0.56737171	14065.12372398
0.58822652	15047.70973921
0.58300849	15018.49080478
0.56980467	15300.77926838
0.57219328	14718.86048869
0.57710895	14379.95097860
0.56962380	13662.26313500
0.59675819	13806.79329231
0.59264811	13762.25495599
0.56870402	14430.87871215
0.57960212	14349.19020470
0.58576040	14452.88336185
0.58637374	15095.94023502
0.57735116	14633.96188305
0.59061775	15543.97251165
0.57787210	15436.57378587
0.58353129	14209.85537765
0.59302698	14016.84785176
0.59091498	13934.18167754
0.57963210	15608.11323719
0.58018471	14266.76421629
0.56916403	15407.40142996
0.58529412	14637.93296094
0.56909751	16045.12480778
0.56745213	13154.53717322
0.57522578	14732.02039216
0.58354430	14445.48894954
0.57242624	12736.19895930
0.58460534	13853.77495453
0.57196577	14060.53147791
0.59126210	13520.17825864
0.57613169	14298.35109175
0.57608583	14280.11966094
0.57815805	14768.81311786
0.57876411	14986.33293884
0.56214870	14748.38891308
0.57875873	13788.35292603
0.57102827	13751.54447027
0.59632067	15421.73177244
0.57626576	12869.51604722
0.58855692	14826.78841899
0.59880393	12678.09117144
0.56012826	15088.29255355
0.57794088	14682.15764820
0.58498706	15246.88045857
0.57320537	16162.14870805
0.58634181	14479.65978451
0.59249478	16313.66875867
0.58116080	14545.80580654
0.58967315	14539.07058783
0.58657499	12861.28309595
0.57593759	13764.35975120
0.57191650	16370.39401135
0.57113077	12343.60463757
0.57737703	13149.40881660
0.58013349	14467.91076495
0.59144380	13337.66171800
0.59653152	14610.65536039
0.58038264	14919.58198148
0.59346147	14870.35599730
0.59661018	14804.55286571
0.57953428	14102.58436937
0.59213240	13901.20403549
0.57687028	13968.86672196
0.58135585	14574.82136121
0.57785501	13112.04038878
0.58180485	14079.89758782
0.56691382	14048.72540903
0.57095472	14083.77929045
0.57357175	14656.56860768
0.58434427	12789.71559320
0.58499009	15075.74687453
0.58299043	15524.89704363
0.58579099	15023.83591357
0.56868594	14246.10727867
0.59708914	14564.69880786
0.57987345	15323.11473458
0.57342973	12994.51306661
0.58130935	13735.78667599
0.58695197	15505.90667972
0.58890618	15293.99115037
0.56450794	14984.69328134
0.57443373	12009.22536190
0.58655821	14479.69472528
0.58892570	13793.24670345
0.58662146	14048.61566184
0.58429158	12999.25752014
0.57703879	13552.60803954
0.57110300	15791.67465721
0.55603899	15150.36239386
0.58219611	14769.13963457
0.58146140	11354.37961235
0.57147259	13539.95192967
0.57388926	17221.52115902
0.57956201	14642.05645695
0.57398202	12737.96300496
0.58620504	14764.97068636
0.58281209	12434.86472259
0.59056742	14256.08827056
0.57855410	14418.37775444
0.58545376	14256.02315780
0.57276879	14760.89096356
0.56958716	13865.40824994
0.58234171	16896.83598645
0.57454155	15913.36277824
0.59907362	14962.30426036
0.56863857	12655.04237120
0.57002403	15828.96350090
0.57733604	15909.62328269
0.58666549	14396.60749319
0.58699673	14435.76851579
0.56557662	14846.70363152
0.59049825	15367.00357676
0.57223650	13868.81148878
0.56979568	13946.72467224
0.58167955	15358.24907151
0.59323130	14758.65092992
0.57165127	15251.96018147
0.59207093	14902.90411652
0.59088825	14501.70030524
0.59013966	13987.22244660
0.58192686	13511.59263567
0.57717205	14173.77427640
0.57567098	14879.72018044
0.58267438	14133.23352625
0.58002407	15101.45386208
0.58229962	14363.70815982
0.58482364	15612.68310233
0.58166776	15592.47674093
0.58820559	12396.07392157
0.59805879	15248.88593104
0.55613438	14172.45778468
0.57054101	14704.42137130
0.58431875	14248.94703317
0.58771381	14526.34309896
0.58384484	14962.08368982
0.57388136	15245.81990244
0.56163952	14118.32295639
0.58894289	14025.07215023
0.57412599	13906.95542251
0.58150469	13889.70924678
0.58456769	16674.02421158
0.58493445	11882.21007872
0.58957293	15248.16363079
0.57931126	15738.98151126
0.57788105	13798.18623292
0.57032475	13915.07221243
0.58596303	14229.22764222
0.58464133	16116.95850273
0.58782822	15750.91229608
0.56971138	15721.50475719
0.58816802	15229.09913597
0.57396807	15191.94274326
0.57915911	14617.01901766
0.57250317	15239.22278457
0.59125650	14556.90665837
0.57511263	16137.52803430
0.58118381	14205.78373725
0.57431981	16051.94301682
0.58998752	13630.81538050
0.58242979	11623.13254439
0.57371611	16048.65564507
0.57946815	14532.76045691
0.58927756	14560.84922084
0.56918242	15015.28302587
0.58418792	15131.78680771
0.59100727	13311.44994929
0.58956546	15459.12209567
0.57712241	15603.91769563
0.59070912	14108.16272931
0.56821323	13562.26100600
0.58202657	13408.02791625
0.58080328	13743.94493247
0.57977948	13932.25326803
0.58750046	15223.12966901
0.59309781	13904.37772978
0.55994175	14799.85814902
0.59408191	14338.46313953
0.57737479	14897.00149890
0.58887949	16088.02833374
0.56754542	16254.03179702
0.57343733	15247.67546404
0.59024925	15676.67543603
0.58682359	14002.06406183
0.58531992	15927.59836040
0.58116385	14312.93941364
0.58545537	15151.40506155
0.57821746	14632.98567384
0.59318718	14362.15455976
0.56619705	14461.46092370
0.58226341	15324.53997596
0.56532814	12757.03647987
0.58492810	13939.32075550
0.57827141	15442.23420895
0.58019182	15225.39923217
0.57903722	15582.46551284
0.59122190	13241.99695109
0.58388612	15039.22777875
0.58118882	12781.60934191
0.58862332	13777.35964099
0.56893522	15099.29410540
0.58837612	14782.49728483
0.59650690	13698.22432650
0.59450470	14044.28196976
0.59038997	15890.91118671
0.59352390	14022.58742510
0.59091942	15331.56989538
0.58299133	15522.09122252
0.57157558	14827.72296873
0.56254718	14637.90557238
0.57887118	15120.95868656
0.59415211	15027.25163971
0.57384707	11818.18056456
0.58149618	15549.03200102
0.58674162	15418.34175007
0.58686664	14669.51929671
0.59786672	14810.49982213
0.56540781	15551.51609150
0.57825815	14496.22962322
0.58047311	15214.26659790
0.58408755	15302.77541822
0.58926880	14666.46917521
0.58392732	13885.73368769
0.59019866	15277.19090885
0.59030648	13172.09574679
0.57443758	14064.74218809
0.58199119	14211.90572303
0.56525748	12778.34575386
0.58661881	14496.78483184
0.57271956	16011.67776868
0.56884511	15802.33602564
0.57775931	15143.58799882
0.58541626	14407.39624147
0.58020823	15032.77985613
0.57601342	13536.47222214
0.59068176	14116.60450087
0.58736744	17201.99662926
0.57239114	15026.56516487
0.57211935	14909.34854959
0.57841635	14929.31283813
0.58350844	14341.71701867
0.56840308	14399.46341328
0.57300542	13526.41598541
0.60481729	14547.67451704
0.58079128	11970.90050909
0.58861665	15140.78325347
0.58180137	12670.54382842
0.55531945	14265.57921922
0.58770285	14614.96918295
0.57804068	15040.60036012
0.57366334	14413.28343358
0.57648577	14102.31896853
0.57303865	14739.90176530
0.58767154	15443.68187023
0.59027409	15137.54896544
0.58180295	12787.61119124
0.58833077	15688.77627214
